model,target_id,n_generated,validity,connected,qed_mean,sa_mean,logp_mean,lipinski_frac,veber_frac,pains_free_frac,pb_valid_rate,clash_mean,clash_free_rate,strain_median,tanimoto_ref_mean,div_n_valid,div_uniqueness,div_internal_diversity,div_scaffold_diversity,div_novelty,ref_vina_score,ref_vina_min,ref_vina_dock,hit_rate,hit_scaffold_unique_rate,vina_score_median,vina_score_mean,vina_min_median,vina_min_mean
own,EXG1_CANAL_41_438_0,100,1.0,1.0,0.4263109042488977,6.655311387186039,-0.8558900999999999,1.0,0.95,0.89,0.16842105263157894,0.0,1.0,967.7427988519364,0.03207375113088185,100,0.9,0.8628698741320484,0.78,,,,,0.0,0.0,,,,
own,PTGIS_HUMAN_20_500_0,100,1.0,1.0,0.6639157382859543,6.703937560574435,0.20000820000000008,1.0,0.9,0.98,0.494949494949495,0.0,1.0,471.6061032803798,0.02103313447034813,100,0.71,0.7358376726367519,0.59,,-4.367,-4.468,,0.0,0.0,-4.6135,-4.6186,-4.9865,-4.867000000000001
own,RG1_RAUSE_1_513_0,100,1.0,1.0,0.3398449208746505,6.844038040180602,-0.5039007999999999,0.98,0.21,0.79,0.1,0.01,0.99,2168.796652937572,0.06690487251870288,100,0.96,0.8601131898937561,0.85,,-8.156,-8.283,,0.0,0.0,-6.889,-6.735141414141414,-6.957,-6.763161616161616
own,M3K14_HUMAN_321_678_0,100,1.0,1.0,0.5505316426011779,7.0968665767965184,-0.04851220000000006,1.0,0.97,1.0,0.2755102040816326,0.03,0.98,682.5646377039423,0.08130190830719661,100,0.69,0.7620529649772081,0.61,,-4.781,-4.766,,0.0,0.0,-7.6135,-7.39579,-7.3875,-7.12471
own,EFTU1_ECOLI_2_178_0,100,1.0,1.0,0.46707340064115116,6.610822122326322,-0.5491885,1.0,0.0,1.0,0.0,0.0,1.0,952.3046462194505,0.11309383045251357,100,0.41,0.5117428120623673,0.3,,,,,0.0,0.0,,,,
own,AKT1_HUMAN_1_137_0,100,1.0,1.0,0.3032052571914267,7.221559965398919,0.3245448000000002,1.0,0.47,0.94,0.0,0.0,1.0,2851.0276502772304,0.03633330508765175,100,1.0,0.8973697541348682,0.99,,-14.151,-14.334,,0.0,0.0,-8.1755,-8.41412,-8.188500000000001,-8.472570000000001
own,CONA_CANCT_1_237_0,100,1.0,1.0,0.5498746644607982,6.1647610797898995,-0.02363360000000011,1.0,0.9,0.91,0.64,0.0,1.0,461.2564776537148,0.12516944088649912,100,0.35,0.3937391184883632,0.3,,-5.215,-5.254,,0.0,0.0,-5.3605,-5.23983,-5.5815,-5.48071
own,VAOX_PENSI_1_560_0,100,1.0,1.0,0.6248580665413326,6.7088050176432485,0.16289669999999976,1.0,0.0,0.99,0.84,0.0,1.0,355.8167158683744,0.12796997949031264,100,0.26,0.29335554895862104,0.15,,-9.531,-9.555,,0.0,0.0,-8.605,-8.550080000000001,-9.0545,-9.036560000000001
own,CHIB_SERMA_1_499_0__4z2g_A_rec,100,1.0,1.0,0.0719174118181091,7.173614044309519,-1.1304595,1.0,0.02,1.0,0.34,0.0,1.0,1483.511802536094,0.07120252396827859,100,0.98,0.6426403062485369,0.39,,-7.488,-7.594,,0.0,0.0,-5.781499999999999,-6.128130000000001,-6.146,-6.4246300000000005
own,DPP2_HUMAN_27_492_0,100,1.0,1.0,0.5317086859850259,7.1159246645752265,0.13087270000000006,1.0,0.93,0.99,0.18181818181818182,0.03,0.98,1008.512240293949,0.04127264766519898,100,0.94,0.8998059335049083,0.81,,-4.81,-4.809,,0.0,0.0,-5.7575,-5.814389999999999,-6.05,-6.016729999999999
